cluster,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0,1456.0,1389.0,443.0,1808.0,1504.0,9.1,77.1,0.8947
0,1274.0,1159.0,545.0,1493.0,1326.0,10.6,67.9,0.8666
2,1092.0,946.0,691.0,1234.0,1043.0,12.7,56.7,0.8304
2,1111.0,993.0,662.0,1287.0,1058.0,13.0,53.9,0.8029
0,1177.0,1143.0,574.0,1443.0,1205.0,13.9,49.0,0.7727
0,1199.0,1138.0,581.0,1452.0,1203.0,14.4,49.2,0.8027
2,1121.0,1003.0,656.0,1323.0,1058.0,14.3,48.6,0.79
0,1252.0,1164.0,559.0,1474.0,1257.0,13.6,52.8,0.8177
0,1233.0,1144.0,575.0,1436.0,1271.0,13.1,54.3,0.8167
0,1215.0,1063.0,616.0,1370.0,1214.0,12.4,59.3,0.853
0,1193.0,1020.0,645.0,1340.0,1135.0,12.1,61.5,0.8677
0,1195.0,1026.0,637.0,1342.0,1150.0,12.0,60.8,0.852
0,1301.0,1080.0,579.0,1435.0,1248.0,11.0,73.8,0.9677
2,1126.0,828.0,722.0,1250.0,955.0,9.6,82.9,0.99
2,1013.0,687.0,872.0,1135.0,726.0,8.6,83.5,0.9372
2,982.0,645.0,922.0,1107.0,708.0,8.7,83.0,0.9393
2,970.0,642.0,922.0,1107.0,704.0,8.8,81.2,0.9214
2,959.0,637.0,958.0,1107.0,667.0,8.9,79.0,0.9032
2,925.0,598.0,978.0,1079.0,662.0,9.0,76.5,0.8828
2,847.0,502.0,1198.0,1020.0,508.0,9.0,75.8,0.8721
2,885.0,534.0,1144.0,1036.0,529.0,9.1,73.9,0.8576
2,883.0,549.0,1019.0,1025.0,607.0,9.4,70.9,0.8386
2,892.0,587.0,1070.0,1041.0,623.0,10.1,65.9,0.8148
2,970.0,678.0,916.0,1101.0,732.0,10.1,64.6,0.7967
2,904.0,644.0,949.0,1036.0,697.0,9.3,64.7,0.7575
2,919.0,652.0,953.0,1045.0,712.0,9.9,61.3,0.7499
2,929.0,668.0,937.0,1054.0,696.0,10.6,59.9,0.7674
2,938.0,729.0,874.0,1060.0,702.0,11.1,55.3,0.7325
2,971.0,786.0,812.0,1086.0,796.0,12.0,49.3,0.69
2,914.0,739.0,870.0,1025.0,714.0,11.6,46.8,0.6397
2,892.0,719.0,918.0,1019.0,635.0,12.0,44.0,0.6169
2,913.0,735.0,905.0,1024.0,706.0,11.8,44.3,0.6141
2,928.0,759.0,871.0,1040.0,775.0,11.3,45.4,0.6063
2,1035.0,941.0,734.0,1175.0,965.0,11.3,44.1,0.5909
2,1033.0,939.0,729.0,1159.0,979.0,11.2,45.1,0.5971
2,990.0,865.0,764.0,1130.0,902.0,10.8,47.3,0.6122
2,934.0,750.0,891.0,1035.0,798.0,10.7,47.7,0.6127
2,881.0,670.0,979.0,978.0,697.0,10.5,46.9,0.5956
2,855.0,631.0,1033.0,932.0,626.0,10.2,45.4,0.5632
2,832.0,598.0,1122.0,912.0,537.0,9.7,46.0,0.5546
2,848.0,639.0,1057.0,929.0,574.0,9.8,45.2,0.5489
2,806.0,567.0,1163.0,878.0,490.0,9.4,45.4,0.5355
2,796.0,545.0,1210.0,853.0,450.0,9.3,44.0,0.5153
2,777.0,493.0,1247.0,828.0,438.0,8.8,45.2,0.5134
2,785.0,505.0,1226.0,829.0,428.0,8.7,45.6,0.5128
2,766.0,470.0,1317.0,810.0,404.0,8.5,44.8,0.498
2,808.0,534.0,1243.0,853.0,480.0,8.7,43.4,0.4905
2,975.0,822.0,852.0,1049.0,876.0,8.5,43.6,0.4865
2,943.0,816.0,828.0,1033.0,868.0,8.8,42.0,0.4773
2,886.0,764.0,920.0,946.0,740.0,10.8,35.1,0.4549
2,861.0,716.0,973.0,921.0,628.0,11.7,34.4,0.4712
2,881.0,734.0,961.0,925.0,636.0,12.6,31.7,0.4613
2,855.0,741.0,965.0,901.0,616.0,12.5,30.3,0.4367
2,855.0,725.0,983.0,898.0,613.0,11.4,32.8,0.4424
2,844.0,689.0,1040.0,867.0,545.0,12.1,31.1,0.4383
2,900.0,794.0,906.0,930.0,710.0,12.3,29.7,0.4226
2,883.0,751.0,962.0,922.0,661.0,9.8,36.4,0.4414
2,994.0,903.0,781.0,1079.0,922.0,9.3,40.8,0.4781
2,927.0,774.0,883.0,976.0,755.0,8.6,45.1,0.5038
2,1078.0,987.0,718.0,1152.0,1015.0,9.3,41.7,0.4884
2,952.0,788.0,849.0,1018.0,876.0,8.7,44.3,0.4998
2,882.0,660.0,991.0,922.0,727.0,8.0,47.6,0.5113
2,924.0,724.0,946.0,969.0,781.0,7.7,47.2,0.4975
2,987.0,823.0,827.0,1027.0,893.0,7.2,50.2,0.5118
2,930.0,752.0,889.0,981.0,820.0,6.9,50.3,0.5029
2,861.0,654.0,995.0,919.0,632.0,6.7,50.7,0.4998
2,783.0,522.0,1241.0,832.0,458.0,7.6,46.4,0.4869
2,744.0,431.0,1539.0,778.0,345.0,7.4,45.7,0.4714
2,753.0,426.0,1568.0,792.0,337.0,6.9,49.3,0.4913
2,787.0,452.0,1400.0,823.0,370.0,7.8,48.1,0.5095
2,820.0,506.0,1221.0,871.0,466.0,8.1,47.8,0.5157
2,840.0,552.0,1152.0,893.0,510.0,8.5,46.7,0.5191
2,897.0,656.0,953.0,964.0,641.0,8.9,44.1,0.5039
2,989.0,793.0,815.0,1052.0,862.0,9.4,42.5,0.5038
2,909.0,737.0,909.0,941.0,753.0,10.8,36.3,0.4712
2,865.0,697.0,1002.0,883.0,589.0,11.9,30.6,0.4264
2,924.0,821.0,899.0,955.0,704.0,12.2,29.7,0.4205
2,912.0,794.0,885.0,943.0,731.0,12.0,31.1,0.434
2,872.0,717.0,991.0,882.0,592.0,12.7,28.4,0.416
2,917.0,794.0,907.0,946.0,740.0,13.3,27.5,0.4185
2,962.0,883.0,818.0,996.0,896.0,11.4,30.8,0.4148
2,932.0,817.0,883.0,942.0,854.0,9.8,34.0,0.4112
2,930.0,781.0,933.0,906.0,866.0,9.3,33.6,0.3958
2,962.0,780.0,919.0,909.0,884.0,9.6,32.3,0.3871
2,974.0,790.0,915.0,895.0,951.0,9.1,32.5,0.3766
2,1055.0,791.0,845.0,936.0,1195.0,9.1,37.2,0.431
2,1003.0,744.0,882.0,899.0,1138.0,7.8,38.4,0.4085
2,1046.0,724.0,848.0,898.0,1201.0,8.2,40.1,0.4375
2,1275.0,930.0,649.0,1024.0,1617.0,5.3,50.7,0.4564
2,1173.0,878.0,738.0,1002.0,1355.0,5.9,50.0,0.4689
2,1163.0,881.0,748.0,1001.0,1296.0,4.9,53.9,0.4693
2,1054.0,791.0,830.0,967.0,1131.0,4.3,55.3,0.465
2,1004.0,753.0,879.0,942.0,1036.0,4.2,57.1,0.4759
2,1001.0,777.0,859.0,954.0,1009.0,3.5,58.3,0.4636
2,974.0,736.0,888.0,945.0,966.0,3.0,60.7,0.4667
2,915.0,653.0,973.0,905.0,901.0,2.6,63.2,0.4721
2,939.0,649.0,996.0,897.0,879.0,3.9,59.0,0.4807
2,973.0,748.0,878.0,968.0,991.0,4.7,57.2,0.4932
2,1011.0,782.0,846.0,992.0,1019.0,6.8,48.6,0.4822
2,1097.0,875.0,778.0,1080.0,1151.0,8.6,43.6,0.4887
2,1149.0,914.0,742.0,1072.0,1242.0,9.5,41.2,0.4908
2,1117.0,934.0,721.0,1075.0,1206.0,10.9,35.9,0.468
2,1085.0,896.0,760.0,1049.0,1138.0,12.5,32.3,0.467
2,1102.0,885.0,772.0,1051.0,1142.0,12.8,32.6,0.4814
0,1281.0,1053.0,659.0,1192.0,1438.0,10.9,39.7,0.5166
0,1472.0,1198.0,555.0,1344.0,1735.0,9.0,51.8,0.5961
0,1328.0,1029.0,637.0,1188.0,1611.0,8.1,54.1,0.5882
2,1198.0,897.0,720.0,1072.0,1436.0,7.8,54.6,0.5786
2,1176.0,905.0,718.0,1104.0,1389.0,6.2,59.6,0.5698
2,1118.0,830.0,765.0,1058.0,1313.0,5.7,59.9,0.5523
2,1091.0,773.0,820.0,1003.0,1232.0,5.6,59.7,0.5463
2,1078.0,775.0,809.0,1012.0,1195.0,4.7,62.9,0.5424
2,1043.0,726.0,875.0,972.0,1107.0,4.5,63.5,0.5411
2,992.0,685.0,916.0,963.0,1035.0,4.5,63.6,0.5414
2,1004.0,739.0,868.0,1004.0,1030.0,3.1,70.0,0.5388
2,947.0,673.0,929.0,974.0,929.0,3.2,68.3,0.531
2,923.0,634.0,984.0,943.0,875.0,3.1,69.2,0.5337
2,911.0,613.0,992.0,934.0,861.0,2.4,71.9,0.5288
2,924.0,629.0,994.0,941.0,852.0,3.1,68.7,0.5317
2,954.0,674.0,940.0,981.0,891.0,2.1,73.1,0.5289
2,960.0,704.0,887.0,1003.0,947.0,3.3,68.2,0.5346
2,1016.0,760.0,835.0,1044.0,1016.0,4.1,65.8,0.5451
2,1139.0,879.0,753.0,1092.0,1201.0,6.6,56.6,0.5528
2,1130.0,860.0,752.0,1058.0,1218.0,8.0,51.2,0.5516
2,1237.0,962.0,685.0,1138.0,1385.0,10.3,44.9,0.5612
2,1159.0,837.0,742.0,1087.0,1311.0,12.3,41.7,0.5961
2,1124.0,790.0,791.0,1071.0,1206.0,13.5,41.3,0.6342
0,1312.0,998.0,640.0,1249.0,1473.0,13.4,43.1,0.66
0,1246.0,936.0,665.0,1182.0,1460.0,9.9,53.3,0.6504
0,1232.0,931.0,674.0,1171.0,1627.0,8.9,54.6,0.6226
0,1286.0,996.0,644.0,1217.0,1827.0,8.9,54.8,0.6244
0,1347.0,1084.0,582.0,1290.0,2004.0,8.3,58.2,0.6391
2,1135.0,792.0,727.0,1170.0,1151.0,9.5,69.5,0.8261
2,1188.0,901.0,657.0,1261.0,1185.0,9.1,70.9,0.8176
0,1242.0,921.0,626.0,1219.0,1374.0,8.1,72.1,0.7798
2,1219.0,889.0,649.0,1186.0,1405.0,7.9,72.1,0.7679
2,1187.0,850.0,653.0,1169.0,1383.0,7.6,72.7,0.7598
2,1225.0,904.0,644.0,1194.0,1460.0,7.5,71.7,0.7439
0,1333.0,1019.0,576.0,1275.0,1612.0,7.9,70.6,0.7562
0,1489.0,1193.0,497.0,1475.0,1776.0,8.6,69.0,0.7732
0,1596.0,1341.0,436.0,1672.0,1991.0,9.1,67.5,0.7831
0,1585.0,1277.0,456.0,1567.0,1944.0,9.8,65.8,0.7967
0,1674.0,1376.0,438.0,1643.0,2098.0,11.2,61.9,0.8226
0,1741.0,1438.0,416.0,1741.0,2159.0,12.8,60.1,0.882
0,1680.0,1434.0,417.0,1790.0,2005.0,13.4,62.4,0.9513
0,1295.0,1090.0,553.0,1479.0,1441.0,14.3,61.2,0.9941
0,1288.0,1112.0,560.0,1492.0,1380.0,14.6,59.6,0.9824
0,1281.0,1111.0,553.0,1483.0,1409.0,14.2,60.0,0.9684
0,1310.0,1099.0,559.0,1481.0,1445.0,13.8,62.6,0.9862
0,1276.0,1099.0,559.0,1504.0,1388.0,13.6,64.0,0.9891
0,1312.0,1148.0,532.0,1525.0,1411.0,13.4,64.5,0.9865
0,1332.0,1146.0,539.0,1523.0,1377.0,13.5,64.7,0.9971
0,1248.0,1046.0,588.0,1404.0,1316.0,13.4,65.3,0.9967
0,1182.0,947.0,643.0,1334.0,1210.0,13.2,64.5,0.9732
2,1059.0,810.0,764.0,1200.0,1002.0,13.2,62.3,0.9392
2,1056.0,795.0,783.0,1187.0,896.0,12.5,63.7,0.9196
2,1064.0,785.0,769.0,1184.0,946.0,12.3,64.6,0.9229
2,1059.0,783.0,781.0,1188.0,877.0,12.5,63.8,0.9244
2,991.0,681.0,874.0,1125.0,718.0,12.6,62.7,0.9121
2,950.0,622.0,960.0,1093.0,643.0,12.0,64.6,0.906
2,1005.0,679.0,875.0,1120.0,745.0,10.7,69.5,0.8919
2,939.0,568.0,1037.0,1054.0,656.0,12.4,62.6,0.8994
2,961.0,629.0,1011.0,1114.0,682.0,12.3,62.7,0.8947
2,1017.0,712.0,827.0,1147.0,829.0,11.4,66.6,0.8948
2,1108.0,823.0,720.0,1247.0,961.0,11.1,70.2,0.9276
2,1122.0,803.0,733.0,1225.0,960.0,13.4,61.0,0.9348
2,1099.0,826.0,739.0,1223.0,940.0,15.9,52.2,0.9377
2,1124.0,805.0,726.0,1233.0,938.0,15.6,54.0,0.9515
1,1186.0,921.0,660.0,1310.0,1040.0,16.3,51.5,0.9462
2,1096.0,819.0,733.0,1238.0,904.0,16.5,50.8,0.9442
2,1120.0,829.0,725.0,1259.0,910.0,16.3,51.9,0.9535
1,1185.0,893.0,666.0,1312.0,1011.0,16.2,53.0,0.9687
2,1173.0,885.0,685.0,1288.0,1038.0,15.6,54.8,0.966
0,1221.0,935.0,642.0,1323.0,1144.0,14.5,57.5,0.944
0,1330.0,1063.0,578.0,1419.0,1352.0,14.0,60.1,0.9566
0,1325.0,1027.0,591.0,1394.0,1365.0,13.5,63.0,0.9686
2,1195.0,915.0,666.0,1295.0,1245.0,12.6,65.4,0.9529
2,1150.0,869.0,694.0,1252.0,1203.0,12.0,67.5,0.9413
2,1145.0,806.0,736.0,1207.0,1120.0,10.5,72.0,0.912
2,1041.0,729.0,819.0,1130.0,972.0,10.0,70.9,0.8706
2,1032.0,687.0,867.0,1109.0,878.0,9.8,70.7,0.8571
2,1010.0,661.0,881.0,1100.0,853.0,8.0,75.0,0.8098
2,951.0,620.0,938.0,1077.0,779.0,7.9,75.1,0.805
2,944.0,617.0,944.0,1039.0,766.0,7.0,77.3,0.7782
2,862.0,540.0,1110.0,999.0,670.0,7.2,74.4,0.7581
2,909.0,567.0,1049.0,993.0,694.0,6.7,75.0,0.7418
2,965.0,659.0,973.0,1059.0,739.0,6.4,76.3,0.7389
2,1102.0,884.0,719.0,1218.0,940.0,6.0,78.5,0.7377
0,1226.0,1157.0,552.0,1464.0,1201.0,6.3,77.4,0.7452
2,1132.0,950.0,659.0,1253.0,1106.0,7.7,73.8,0.7769
0,1183.0,1013.0,632.0,1306.0,1186.0,10.2,61.5,0.7638
0,1211.0,998.0,605.0,1298.0,1302.0,11.3,58.1,0.7743
0,1253.0,1030.0,590.0,1351.0,1368.0,10.6,62.3,0.7981
0,1311.0,1088.0,563.0,1402.0,1452.0,11.1,62.0,0.8199
0,1341.0,1142.0,536.0,1454.0,1537.0,12.6,57.7,0.8387
0,1432.0,1195.0,509.0,1513.0,1651.0,13.3,56.2,0.8548
0,1404.0,1195.0,499.0,1501.0,1623.0,11.2,65.3,0.8639
0,1493.0,1337.0,466.0,1638.0,1742.0,8.8,74.6,0.8434
0,1478.0,1357.0,473.0,1652.0,1639.0,7.2,78.5,0.803
0,1411.0,1311.0,487.0,1589.0,1537.0,6.5,80.0,0.7789
0,1387.0,1231.0,523.0,1487.0,1463.0,5.8,83.8,0.7768
0,1306.0,1161.0,557.0,1407.0,1379.0,5.5,83.5,0.7619
0,1232.0,1035.0,623.0,1296.0,1256.0,5.8,81.3,0.7568
0,1277.0,1085.0,589.0,1329.0,1344.0,5.4,82.6,0.7495
2,1063.0,843.0,762.0,1125.0,1089.0,6.4,76.3,0.7369
2,991.0,744.0,863.0,1069.0,949.0,7.0,73.6,0.7417
2,989.0,701.0,871.0,1049.0,933.0,7.2,72.3,0.7392
2,972.0,674.0,926.0,1032.0,882.0,7.9,69.3,0.7413
2,973.0,675.0,903.0,1029.0,905.0,7.4,71.7,0.7434
2,985.0,691.0,878.0,1056.0,902.0,7.7,71.9,0.7575
2,1020.0,736.0,854.0,1069.0,923.0,8.1,68.0,0.7396
2,1192.0,978.0,638.0,1273.0,1210.0,6.7,77.1,0.7597
0,1325.0,1140.0,542.0,1403.0,1468.0,6.8,77.9,0.7756
0,1219.0,1026.0,604.0,1311.0,1329.0,8.9,66.7,0.7634
0,1195.0,992.0,632.0,1251.0,1295.0,11.6,54.1,0.7387
0,1230.0,1020.0,605.0,1301.0,1365.0,13.5,49.4,0.7598
0,1312.0,1087.0,567.0,1393.0,1452.0,13.8,50.9,0.796
0,1387.0,1127.0,530.0,1430.0,1615.0,13.4,55.9,0.8588
0,1375.0,1076.0,555.0,1377.0,1599.0,12.9,59.0,0.8736
0,1532.0,1265.0,482.0,1578.0,1777.0,13.3,59.0,0.8945
0,1531.0,1235.0,484.0,1541.0,1742.0,13.0,61.9,0.9224
0,1479.0,1196.0,498.0,1511.0,1739.0,12.5,63.6,0.9193
0,1521.0,1208.0,497.0,1549.0,1770.0,12.2,65.8,0.931
0,1616.0,1363.0,442.0,1701.0,1918.0,12.6,65.2,0.9474
0,1371.0,1105.0,553.0,1429.0,1581.0,13.3,63.6,0.9681
0,1198.0,943.0,647.0,1307.0,1291.0,13.5,62.6,0.9644
2,1102.0,813.0,764.0,1204.0,1000.0,14.1,59.6,0.9563
2,1120.0,826.0,750.0,1222.0,974.0,14.0,61.4,0.9773
2,1093.0,789.0,771.0,1206.0,949.0,13.5,63.4,0.9755
2,1112.0,791.0,764.0,1216.0,934.0,13.2,64.2,0.9706
2,986.0,674.0,883.0,1137.0,730.0,13.6,62.2,0.9643
2,934.0,609.0,976.0,1094.0,581.0,13.7,61.1,0.9537
2,919.0,571.0,1017.0,1082.0,521.0,13.5,63.8,0.9801
2,929.0,556.0,1035.0,1094.0,575.0,12.5,67.3,0.9743
2,919.0,552.0,1063.0,1080.0,522.0,13.2,64.2,0.9664
2,944.0,586.0,977.0,1090.0,586.0,13.1,63.4,0.9535
2,943.0,580.0,980.0,1074.0,566.0,13.8,60.5,0.9526
2,1036.0,683.0,846.0,1144.0,693.0,13.7,60.4,0.939
2,1168.0,797.0,698.0,1235.0,1022.0,14.0,59.7,0.9495
0,1232.0,903.0,626.0,1313.0,1152.0,15.0,56.2,0.9539
1,1236.0,901.0,628.0,1311.0,1108.0,16.9,50.9,0.9714
0,1278.0,1070.0,557.0,1479.0,1110.0,16.6,52.4,0.981
0,1369.0,1242.0,476.0,1669.0,1306.0,16.4,53.2,0.9826
1,1182.0,929.0,648.0,1324.0,1029.0,16.1,52.8,0.9579
1,1210.0,933.0,648.0,1327.0,1094.0,15.7,54.4,0.9616
0,1316.0,1121.0,548.0,1488.0,1282.0,15.4,55.3,0.9616
0,1221.0,952.0,641.0,1334.0,1147.0,15.2,54.7,0.9362
0,1260.0,1034.0,588.0,1402.0,1208.0,14.7,56.6,0.9392
0,1231.0,962.0,625.0,1348.0,1192.0,14.4,58.2,0.9495
2,1115.0,804.0,734.0,1220.0,1136.0,14.3,59.2,0.9608
2,1180.0,877.0,680.0,1297.0,1131.0,14.0,60.4,0.9622
2,1174.0,873.0,672.0,1300.0,1071.0,13.7,63.6,0.9912
2,1178.0,876.0,666.0,1319.0,1059.0,13.1,68.7,1.0329
2,1052.0,704.0,807.0,1210.0,909.0,13.2,69.9,1.0526
2,998.0,591.0,937.0,1147.0,820.0,12.8,71.2,1.0454
2,960.0,532.0,1059.0,1122.0,724.0,12.9,70.4,1.0444
2,958.0,571.0,998.0,1138.0,707.0,12.4,72.5,1.0411
2,989.0,650.0,900.0,1171.0,768.0,13.0,70.3,1.0502
2,1162.0,843.0,685.0,1336.0,1027.0,12.3,73.3,1.0448
0,1523.0,1324.0,451.0,1776.0,1502.0,12.8,71.8,1.0551
0,1511.0,1334.0,433.0,1804.0,1606.0,13.1,70.2,1.0567
0,1420.0,1183.0,488.0,1626.0,1520.0,12.8,71.8,1.0551
0,1413.0,1193.0,484.0,1598.0,1566.0,13.1,70.3,1.0566
0,1335.0,1141.0,512.0,1536.0,1501.0,13.7,67.0,1.0446
0,1451.0,1298.0,452.0,1744.0,1634.0,14.0,65.4,1.0427
0,1410.0,1276.0,459.0,1701.0,1587.0,14.4,63.8,1.0421
0,1429.0,1277.0,456.0,1721.0,1560.0,14.1,65.9,1.0531
0,1409.0,1223.0,475.0,1640.0,1538.0,14.1,65.9,1.0552
0,1372.0,1210.0,484.0,1629.0,1491.0,14.1,66.0,1.0539
0,1366.0,1213.0,489.0,1611.0,1469.0,14.0,66.4,1.0536
0,1365.0,1192.0,492.0,1593.0,1486.0,13.8,66.4,1.0451
0,1385.0,1218.0,478.0,1620.0,1494.0,13.4,68.1,1.0441
0,1361.0,1137.0,503.0,1526.0,1471.0,13.2,69.1,1.0452
0,1312.0,1047.0,545.0,1430.0,1399.0,13.0,70.0,1.042
2,1177.0,871.0,660.0,1292.0,1192.0,12.7,69.9,1.0223
2,1205.0,888.0,647.0,1292.0,1187.0,12.0,71.9,1.0071
2,1114.0,757.0,744.0,1204.0,1070.0,13.2,66.8,1.0087
2,1047.0,708.0,816.0,1167.0,949.0,12.4,69.5,0.9986
2,982.0,592.0,953.0,1106.0,830.0,13.1,65.7,0.9858
2,992.0,644.0,899.0,1128.0,854.0,11.8,70.6,0.9731
2,977.0,629.0,908.0,1129.0,835.0,12.3,68.0,0.9734
2,1047.0,671.0,863.0,1147.0,887.0,12.0,69.2,0.9697
2,1126.0,775.0,760.0,1205.0,1019.0,11.7,69.8,0.9612
0,1474.0,1268.0,502.0,1677.0,1503.0,12.1,67.6,0.95
0,1526.0,1466.0,415.0,1855.0,1687.0,12.5,65.1,0.9399
0,1386.0,1158.0,518.0,1485.0,1553.0,12.8,62.5,0.9213
0,1392.0,1166.0,519.0,1488.0,1624.0,13.4,59.9,0.9143
0,1363.0,1192.0,499.0,1501.0,1637.0,13.4,57.9,0.8895
0,1331.0,1184.0,507.0,1508.0,1533.0,13.6,56.4,0.8754
0,1401.0,1261.0,479.0,1580.0,1577.0,13.8,56.3,0.8841
0,1374.0,1239.0,483.0,1569.0,1532.0,13.7,57.9,0.9063
0,1436.0,1299.0,451.0,1616.0,1621.0,13.6,58.9,0.9139
0,1386.0,1228.0,479.0,1546.0,1578.0,13.4,59.7,0.9142
0,1419.0,1277.0,459.0,1603.0,1631.0,13.3,61.2,0.933
0,1428.0,1288.0,465.0,1580.0,1629.0,13.2,61.8,0.9313
0,1508.0,1416.0,418.0,1773.0,1733.0,12.9,61.5,0.9139
0,1438.0,1251.0,470.0,1593.0,1622.0,12.6,63.9,0.9307
0,1415.0,1197.0,486.0,1539.0,1597.0,12.0,67.4,0.9417
0,1433.0,1186.0,479.0,1497.0,1738.0,11.9,69.0,0.9568
0,1208.0,964.0,602.0,1305.0,1350.0,12.0,66.6,0.9293
0,1280.0,1029.0,564.0,1366.0,1363.0,11.4,69.6,0.9373
0,1174.0,942.0,626.0,1296.0,1262.0,11.2,70.3,0.9323
2,1022.0,729.0,803.0,1139.0,1034.0,11.5,68.2,0.9271
2,1002.0,722.0,807.0,1161.0,998.0,10.7,71.3,0.9161
2,1018.0,746.0,800.0,1171.0,958.0,10.0,74.8,0.9161
2,1095.0,868.0,676.0,1241.0,1078.0,9.2,78.5,0.9143
2,1182.0,951.0,634.0,1327.0,1143.0,8.8,79.4,0.9033
0,1478.0,1234.0,470.0,1606.0,1551.0,8.7,79.4,0.8944
0,1515.0,1298.0,434.0,1706.0,1669.0,8.9,76.5,0.8767
0,1488.0,1286.0,452.0,1648.0,1766.0,9.9,73.3,0.8936
0,1383.0,1196.0,497.0,1514.0,1717.0,11.8,65.5,0.901
0,1383.0,1218.0,497.0,1506.0,1738.0,13.0,60.9,0.9061
0,1337.0,1231.0,505.0,1518.0,1611.0,14.7,52.3,0.8687
0,1243.0,1155.0,546.0,1473.0,1398.0,15.1,49.6,0.8428
0,1304.0,1244.0,507.0,1558.0,1497.0,15.7,48.8,0.8657
0,1284.0,1216.0,522.0,1545.0,1415.0,15.8,48.9,0.8707
0,1303.0,1226.0,521.0,1554.0,1457.0,14.6,54.0,0.8946
0,1461.0,1440.0,440.0,1806.0,1669.0,14.3,56.3,0.9119
0,1517.0,1512.0,421.0,1902.0,1740.0,14.1,57.8,0.9262
0,1526.0,1492.0,428.0,1883.0,1770.0,13.1,62.9,0.943
0,1495.0,1386.0,457.0,1736.0,1734.0,12.0,67.5,0.9467
0,1333.0,1154.0,534.0,1441.0,1647.0,10.7,70.9,0.9113
0,1216.0,1020.0,605.0,1337.0,1379.0,10.0,73.2,0.8988
0,1232.0,1032.0,599.0,1347.0,1331.0,9.4,75.0,0.8874
0,1181.0,985.0,629.0,1312.0,1240.0,8.5,76.9,0.8557
2,1042.0,814.0,746.0,1167.0,1036.0,8.4,75.9,0.8407
2,1027.0,824.0,753.0,1171.0,969.0,6.9,80.7,0.8054
2,915.0,695.0,883.0,1094.0,826.0,6.2,82.1,0.7825
2,891.0,666.0,931.0,1058.0,798.0,7.0,77.3,0.7759
2,937.0,694.0,915.0,1054.0,817.0,6.5,79.7,0.7751
2,1086.0,901.0,715.0,1216.0,1055.0,7.7,76.8,0.8112
0,1326.0,1190.0,531.0,1509.0,1391.0,8.2,74.9,0.8184
0,1469.0,1403.0,452.0,1780.0,1665.0,8.8,73.2,0.8298
0,1321.0,1170.0,532.0,1488.0,1539.0,9.7,70.1,0.8432
0,1396.0,1196.0,524.0,1492.0,1653.0,11.7,62.7,0.8586
0,1270.0,1077.0,583.0,1353.0,1586.0,13.1,58.5,0.877
0,1189.0,1025.0,626.0,1316.0,1332.0,14.2,54.1,0.8707
0,1227.0,1081.0,570.0,1396.0,1369.0,14.2,54.3,0.8757
0,1266.0,1118.0,564.0,1410.0,1373.0,14.0,56.3,0.894
0,1277.0,1175.0,531.0,1480.0,1397.0,13.5,57.8,0.8933
0,1438.0,1295.0,470.0,1620.0,1577.0,12.3,63.0,0.9015
0,1523.0,1470.0,414.0,1811.0,1783.0,11.4,68.0,0.9166
0,1384.0,1290.0,475.0,1571.0,1568.0,10.8,69.5,0.8995
0,1283.0,1093.0,581.0,1354.0,1356.0,11.0,67.1,0.8766
0,1304.0,1085.0,571.0,1385.0,1419.0,9.5,71.3,0.8458
2,1126.0,880.0,690.0,1202.0,1177.0,8.8,71.0,0.8089
2,1141.0,892.0,686.0,1213.0,1141.0,8.0,73.4,0.7899
2,1183.0,930.0,669.0,1210.0,1179.0,7.6,73.0,0.7629
2,1090.0,830.0,744.0,1125.0,1056.0,7.1,73.9,0.7515
2,1032.0,736.0,809.0,1064.0,973.0,7.1,73.5,0.7439
2,940.0,691.0,877.0,1036.0,827.0,6.7,75.0,0.739
2,981.0,721.0,866.0,1059.0,836.0,5.1,81.3,0.7204
2,1104.0,851.0,687.0,1101.0,1085.0,4.3,82.9,0.6968
2,989.0,762.0,793.0,1076.0,959.0,5.3,80.4,0.7234
2,1079.0,869.0,732.0,1160.0,1039.0,5.7,79.3,0.7326
0,1472.0,1418.0,459.0,1681.0,1554.0,6.8,74.8,0.7423
0,1313.0,1206.0,513.0,1469.0,1546.0,6.9,75.2,0.7505
0,1363.0,1229.0,515.0,1490.0,1638.0,8.0,71.9,0.7712
0,1347.0,1212.0,527.0,1443.0,1568.0,9.3,67.1,0.7849
0,1240.0,1140.0,567.0,1388.0,1433.0,10.2,63.6,0.7928
0,1280.0,1222.0,526.0,1519.0,1452.0,11.0,60.9,0.7966
0,1210.0,1151.0,569.0,1428.0,1345.0,11.3,60.1,0.8022
0,1216.0,1134.0,566.0,1403.0,1336.0,12.2,56.9,0.8068
0,1320.0,1207.0,535.0,1498.0,1442.0,11.9,59.1,0.8211
0,1477.0,1412.0,450.0,1704.0,1748.0,10.3,66.3,0.8286
0,1500.0,1458.0,428.0,1750.0,1776.0,8.2,74.9,0.8187
0,1512.0,1463.0,435.0,1720.0,1802.0,7.9,77.1,0.8223
0,1496.0,1447.0,435.0,1710.0,1796.0,8.3,75.0,0.8253
0,1360.0,1246.0,513.0,1504.0,1600.0,8.2,75.2,0.8185
2,1024.0,819.0,782.0,1101.0,1083.0,8.3,69.7,0.7632
2,1094.0,845.0,780.0,1127.0,1064.0,6.7,74.4,0.7344
